Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
25,,Medium,Medium,Yes,5,53,Not Available,Yes,0,High,Medium,Private,Neutral,5,No,College,Moderate,Female,70
16,--,Unknown,Medium,No,10,77,Medium,Yes,1,High,Medium,Public,Positive,3,No,Postgraduate,Near,Male,66
16,62.0,Unknown,,No,7,73,Low,Yes,3,High,Medium,Public,Negative,3,No,High School,Near,Female,62
19,69.0,Medium,High,Yes,Not Available,59,Low,Yes,2,Low,Low,Private,Neutral,2,No,Postgraduate,Moderate,Female,64
13,77.0,,Medium,Yes,10,55,Low,Yes,2,Low,Unknown,NULL,Positive,3,No,College,Moderate,Male,63
31,89.0,Medium,Medium,Yes,7,57,Medium,Yes,1,High,Low,Public,Unknown,2,No,College,Moderate,Female,71
17,,High,Medium,Yes,10,66,Medium,Unknown,1,High,Medium,Public,Neutral,1,Yes,Postgraduate,Moderate,Male,67
25,70.0,Low,High,Yes,5,73,Medium,Yes,2,Medium,Medium,Private,Neutral,1,No,Postgraduate,Near,Male,67
21,80.0,Low,High,Yes,7,60,Medium,Yes,1,Medium,High,Public,Positive,2,No,--,Moderate,Male,67
14,97.0,Low,Medium,Yes,5,88,Medium,Yes,2,High,Medium,Public,Positive,3,No,Not Available,Near,Male,NULL
--,93.0,High,Medium,No,7,,High,Yes,0,Low,High,Public,Neutral,3,No,High School,Near,Male,69
25,73.0,Medium,Medium,Unknown,N/A,56,Medium,Yes,2,High,Medium,Public,Neutral,4,No,High School,Near,Not Available,93
Unknown,99.0,High,Medium,Yes,6,100,Medium,Yes,1,Low,Medium,Private,Positive,1,No,High School,,Male,72
27,88.0,Medium,High,No,7,72,Medium,NULL,,Low,High,Public,Not Available,1,No,High School,Near,Female,71
26,Unknown,Medium,Medium,No,6,59,Medium,Yes,,Medium,Medium,Public,Neutral,3,NULL,High School,Unknown,Male,63
26,61.0,High,Low,Yes,NULL,95,Low,No,0,Medium,High,Public,Neutral,3,No,Postgraduate,Moderate,Male,65
17,NULL,Low,Medium,Yes,6,62,Unknown,Yes,Not Available,Medium,Medium,Public,Neutral,3,No,N/A,Moderate,Female,61
14,89.0,Medium,Low,No,9,96,Low,Yes,2,Low,High,Private,Neutral,3,No,College,Moderate,Female,66
16,67.0,Medium,Medium,Yes,5,56,Low,Yes,1,Low,Medium,Public,Negative,2,No,College,Near,Female,61
21,80.0,Medium,Medium,No,7,92,Low,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Moderate,Male,Unknown
23,64.0,Medium,Low,Yes,5,59,Medium,Yes,3,Low,Medium,Public,Positive,5,NULL,High School,Moderate,Female,64
7,97.0,Low,High,No,6,97,Medium,Yes,3,Medium,High,Not Available,Not Available,2,No,College,Moderate,Female,69
20,74.0,Low,Medium,No,6,79,Medium,Yes,1,High,,Public,Neutral,N/A,Yes,College,Far,Male,64
21,Unknown,Medium,Medium,Yes,Not Available,59,Low,Yes,2,High,Medium,Public,Negative,2,No,College,Near,Male,70
18,98.0,High,Medium,Yes,7,92,Medium,NULL,2,Low,High,Private,Neutral,4,No,High School,Near,Male,73
28,60.0,Low,Medium,--,5,70,Not Available,Yes,0,Low,Medium,Private,Neutral,5,No,--,Not Available,Male,63
23,79.0,Medium,Medium,Yes,6,87,NULL,No,2,Low,High,Public,Neutral,4,No,College,Moderate,Male,68
N/A,61.0,Low,Low,,6,82,Low,NULL,NULL,Medium,High,Public,Positive,3,No,College,Near,Female,64
19,96.0,Medium,Low,Yes,5,86,Medium,No,3,Medium,Medium,Public,Positive,Unknown,Not Available,High School,Moderate,Male,69
26,81.0,Medium,Medium,Yes,Unknown,67,Medium,Yes,3,Low,Medium,Public,Neutral,NULL,No,College,Near,Female,69
30,63.0,High,Low,No,5,97,High,Yes,2,Low,High,Public,Positive,2,NULL,College,N/A,Female,67
28,64.0,High,,Yes,7,78,Medium,Yes,3,Medium,High,Private,Positive,4,No,Postgraduate,Moderate,Male,69
13,75.0,Medium,Unknown,No,10,Unknown,Medium,Yes,1,Low,Medium,Private,Negative,3,Yes,--,Near,N/A,62
18,98.0,Low,Medium,No,9,53,Medium,Yes,0,High,Medium,Public,Neutral,1,No,High School,Moderate,,66
18,88.0,Low,Medium,No,8,Not Available,Medium,Yes,--,Medium,High,Public,Neutral,2,No,Postgraduate,Moderate,Female,68
23,95.0,High,Low,No,7,92,High,Yes,1,Low,Medium,Public,Positive,1,N/A,High School,Near,Female,71
24,75.0,Medium,Low,No,8,85,Medium,Yes,1,Low,Medium,Public,Positive,2,Yes,Postgraduate,Near,Male,66
15,62.0,--,High,No,8,64,High,Yes,--,Low,Medium,Public,Neutral,4,No,College,Near,Female,62
20,99.0,Low,Low,Yes,9,61,Low,Yes,1,--,Medium,Private,Neutral,4,No,High School,Moderate,Male,68
8,61.0,Medium,Low,Yes,7,78,Medium,Yes,0,Medium,Medium,Private,Positive,3,No,High School,Near,Female,59
29,98.0,Medium,Medium,Yes,9,60,Low,Yes,0,Low,Medium,Private,Negative,4,No,High School,Near,Female,70
17,75.0,NULL,N/A,Yes,7,69,Medium,Yes,1,High,Medium,NULL,Positive,4,No,High School,Near,Male,66
20,60.0,Medium,Medium,Yes,10,81,Medium,Not Available,3,Low,Medium,Public,Positive,3,--,College,Near,Male,65
18,Not Available,Medium,Medium,No,7,Unknown,--,Yes,0,Medium,Low,Public,Positive,4,No,College,Moderate,Male,66
N/A,99.0,Medium,Medium,Yes,Unknown,NULL,Medium,Yes,2,Medium,Low,Public,Positive,2,,Postgraduate,Moderate,Male,73
3,99.0,Medium,Low,Yes,7,68,Medium,Yes,2,High,Medium,Private,Neutral,3,No,High School,Near,Female,65
20,66.0,Medium,High,Yes,8,73,Medium,Yes,0,High,Low,Public,Positive,3,No,High School,Not Available,Male,65
19,67.0,High,Medium,No,9,84,Low,Yes,0,Medium,Medium,Public,Positive,3,No,,Moderate,,64
17,83.0,Medium,Medium,Yes,6,89,High,Yes,0,Low,NULL,Public,Positive,4,No,Postgraduate,Near,Male,69
30,85.0,Medium,Medium,--,4,83,Low,Yes,2,High,High,Public,Positive,3,No,Postgraduate,Near,Female,74
15,90.0,High,High,Yes,8,51,High,Yes,2,High,Medium,Public,Negative,2,No,High School,Moderate,Female,--
25,67.0,Low,Medium,No,8,95,Medium,Yes,0,Medium,Medium,Public,Neutral,4,No,Postgraduate,Moderate,Female,65
22,98.0,Medium,High,Yes,5,79,Medium,No,2,High,Medium,Public,Neutral,5,No,High School,Moderate,Male,72
28,86.0,Medium,Medium,Yes,7,96,Medium,Yes,2,N/A,Low,Public,Neutral,4,--,High School,Near,Male,71
16,,High,Medium,No,7,98,Medium,Yes,0,Low,Medium,Unknown,Neutral,4,No,High School,Moderate,Female,69
16,82.0,NULL,High,NULL,Unknown,73,Low,Yes,Unknown,Low,High,Public,Positive,1,No,Not Available,Near,Male,67
27,--,Medium,High,Yes,6,96,Low,Yes,0,Medium,High,Public,Positive,3,No,Postgraduate,Moderate,Male,71
23,99.0,Not Available,Low,Yes,--,68,High,Yes,,Medium,N/A,Public,Neutral,3,Yes,NULL,Far,Male,68
11,83.0,Low,Medium,No,7,63,High,Yes,3,High,Unknown,Public,Negative,2,No,--,Far,Female,63
--,95.0,High,Medium,No,5,54,Low,Yes,2,High,High,Public,Neutral,2,No,College,Moderate,Female,69
22,98.0,Medium,Low,No,10,73,Medium,Unknown,1,Low,Low,Public,Negative,4,--,College,Near,Female,68
25,87.0,High,High,Yes,,84,Low,Yes,2,NULL,Medium,Public,Positive,4,No,College,Moderate,Male,73
Unknown,82.0,NULL,Medium,Yes,6,99,Medium,Yes,3,High,Medium,Public,Positive,2,No,High School,Not Available,Male,69
3,60.0,Not Available,Medium,Yes,5,76,Medium,Yes,NULL,Medium,High,Private,Neutral,4,No,High School,Moderate,Female,58
23,Not Available,High,Low,No,5,87,Medium,Yes,1,High,Low,Private,Positive,3,No,High School,Near,Male,65
13,68.0,N/A,Medium,Yes,8,95,Medium,Yes,2,Low,Low,N/A,Positive,4,No,High School,Moderate,Male,63
8,67.0,Low,Low,No,5,77,Low,Yes,1,Medium,--,Public,Positive,2,No,College,,Male,59
NULL,70.0,Medium,Medium,Yes,7,58,Medium,Yes,0,Medium,Medium,Private,Neutral,2,No,High School,Moderate,Male,58
25,72.0,Medium,Medium,NULL,4,92,High,Yes,1,Low,Medium,Private,Negative,2,Yes,High School,Near,Male,66
21,Not Available,Medium,High,Yes,8,79,Medium,Yes,0,Low,--,N/A,Positive,4,No,High School,Near,Male,67
19,77.0,High,NULL,Yes,8,88,Medium,No,3,NULL,Medium,,Positive,3,No,Unknown,--,Male,67
28,64.0,High,Medium,Unknown,7,83,Low,Yes,2,High,Medium,Private,Neutral,4,No,High School,Moderate,Male,67
24,62.0,High,Low,Yes,7,53,NULL,Yes,0,Medium,Medium,Public,Positive,6,No,Postgraduate,Near,Female,65
30,87.0,High,Medium,Yes,8,58,High,Yes,1,,Medium,Public,Negative,1,N/A,College,Near,Male,71
12,81.0,Medium,Medium,Yes,7,64,High,Yes,--,High,Medium,Public,Neutral,3,No,Not Available,Near,,66
20,78.0,Medium,High,Yes,8,64,Medium,Yes,2,High,Medium,Private,Positive,2,No,High School,Moderate,Female,Not Available
N/A,85.0,Medium,High,Unknown,5,92,Medium,,0,Low,High,Private,Positive,4,Yes,High School,Far,Female,65
19,N/A,High,High,NULL,8,80,Medium,N/A,1,Medium,N/A,Private,Neutral,3,No,College,Moderate,Male,71
19,NULL,N/A,Low,Yes,7,54,Low,Yes,2,Low,Medium,Private,Positive,4,No,High School,Near,Female,N/A
24,86.0,Medium,High,Yes,9,69,High,Yes,1,Medium,High,Public,N/A,3,No,--,Near,Male,72
20,Unknown,Low,Low,No,7,78,N/A,Yes,4,High,High,Public,Neutral,2,No,High School,Not Available,Male,69
,94.0,Medium,Medium,No,7,63,Medium,Yes,1,N/A,High,Public,Neutral,3,No,High School,Near,Male,70
24,77.0,Medium,Unknown,Yes,6,52,Medium,Yes,0,Medium,Medium,Private,Negative,4,No,High School,Near,Male,66
33,86.0,Medium,Medium,No,9,69,Medium,No,--,Medium,Medium,Public,Neutral,3,No,College,Near,Female,70
18,67.0,High,Low,No,4,N/A,Low,Yes,0,Medium,Medium,N/A,Neutral,2,No,Postgraduate,Moderate,Male,62
14,82.0,Low,Medium,Yes,8,95,Medium,Yes,1,Low,Medium,Unknown,Neutral,Not Available,No,,Moderate,Male,66
Unknown,99.0,High,Low,No,7,95,Low,Yes,2,Low,Medium,Not Available,Negative,1,No,Unknown,Near,Not Available,70
15,81.0,Low,Low,Yes,7,75,Low,Yes,1,Medium,High,--,Negative,1,No,Postgraduate,Moderate,Male,63
29,97.0,Unknown,Medium,Yes,7,74,Medium,Yes,1,Medium,NULL,Public,Positive,4,NULL,Unknown,Near,Female,73
18,76.0,Medium,High,Yes,7,82,High,Yes,2,Medium,High,Public,Neutral,4,No,Postgraduate,Near,Female,70
17,100.0,High,High,No,8,63,Low,Not Available,1,Low,Medium,Private,,5,,High School,Near,Male,71
17,83.0,Low,Medium,No,6,64,Medium,Yes,1,NULL,Medium,Private,Positive,4,No,High School,Near,Female,65
24,62.0,Medium,Low,Yes,7,50,Medium,Yes,1,High,High,Private,Negative,2,No,Postgraduate,Near,Male,64
19,83.0,High,Low,Yes,8,54,Medium,Yes,1,Low,Medium,Private,N/A,4,No,High School,Moderate,Male,66
16,71.0,Low,--,Yes,6,59,High,Yes,1,--,High,Public,Positive,3,No,Postgraduate,Near,Male,82
30,61.0,Low,High,Yes,8,82,Low,Yes,2,Low,High,Public,Neutral,3,No,Postgraduate,Near,Female,68
15,93.0,Medium,Medium,No,8,Unknown,N/A,Yes,1,Medium,Medium,Public,Neutral,4,No,High School,Near,Female,67
20,Unknown,Low,High,Yes,6,56,High,Yes,5,Medium,Medium,Private,Positive,5,No,College,Near,Male,68
24,92.0,Low,High,Yes,5,81,Medium,,2,Low,Medium,Private,Negative,NULL,--,High School,Near,Male,69
10,72.0,Medium,Medium,Yes,6,83,Medium,Yes,--,Medium,Unknown,Public,Positive,4,--,High School,Near,Male,63
23,68.0,Medium,High,No,7,53,High,Yes,3,High,Medium,Public,Neutral,3,No,High School,Moderate,Female,66
14,99.0,Medium,Medium,No,7,89,High,No,0,Medium,,Private,Positive,2,No,Postgraduate,Far,Female,68
25,74.0,High,Medium,Yes,9,80,Medium,Yes,4,Medium,Medium,Public,Positive,3,No,College,Moderate,Female,71
14,Not Available,N/A,High,Yes,6,70,High,Yes,N/A,High,Medium,Public,Positive,3,No,College,Near,NULL,69
24,84.0,Low,NULL,Yes,6,99,Medium,Yes,1,Medium,High,Public,--,2,No,Postgraduate,Far,Female,70
27,82.0,Medium,Medium,No,8,51,High,Yes,3,High,Medium,Public,Neutral,2,No,College,Near,Male,70
25,97.0,Medium,Medium,Yes,6,77,Low,Yes,1,Low,High,Private,Positive,4,No,Postgraduate,Near,Male,73
22,87.0,Medium,High,Yes,6,58,Medium,Unknown,Not Available,Low,Medium,Private,Neutral,4,No,Not Available,Near,Female,68
19,76.0,Medium,Low,Yes,6,66,Medium,Yes,1,NULL,Medium,Public,Positive,--,No,High School,N/A,Male,65
17,Unknown,High,NULL,Yes,4,57,Medium,Yes,Not Available,Medium,--,,Neutral,4,No,High School,Moderate,Male,72
29,67.0,High,Low,Yes,8,83,Medium,Yes,2,Low,Medium,Private,Positive,4,Yes,High School,Near,Female,67
16,82.0,Low,Medium,Yes,8,70,High,Yes,Not Available,Low,High,Public,Neutral,4,N/A,College,Near,Female,68
14,98.0,Medium,Medium,Yes,8,99,Low,Yes,0,High,Medium,Public,Neutral,3,No,High School,Near,Male,69
24,85.0,Medium,Medium,Yes,10,83,Low,Yes,1,Medium,High,Public,Positive,4,No,College,Moderate,Female,70
15,93.0,High,Not Available,Yes,9,96,Medium,N/A,1,Medium,Medium,Public,N/A,2,No,High School,Moderate,Female,69
,86.0,High,High,Yes,6,62,Medium,Yes,1,Medium,Not Available,Private,Positive,N/A,No,High School,Near,Male,68
11,94.0,Medium,Medium,No,9,66,Medium,No,2,Low,High,Private,Positive,2,No,High School,Moderate,Male,65
17,98.0,,High,Yes,7,--,Medium,Yes,1,Low,Medium,Public,Positive,4,--,College,Moderate,Male,70
20,71.0,Medium,Low,Yes,6,Unknown,High,Yes,1,Low,Medium,--,Negative,Not Available,No,Not Available,Near,Male,65
21,--,Medium,Low,No,6,61,Medium,Unknown,0,Low,Medium,Private,Positive,3,No,High School,Moderate,Female,61
26,79.0,N/A,Low,No,7,97,Medium,Yes,1,N/A,Medium,Private,Positive,2,No,High School,Near,Male,69
23,88.0,Medium,Low,Yes,7,52,Medium,Yes,0,Medium,Low,Public,Neutral,4,No,High School,Near,Male,67
19,69.0,Medium,Medium,Yes,N/A,94,Medium,Yes,1,N/A,High,Public,Positive,3,No,High School,Moderate,N/A,65
19,60.0,NULL,Not Available,No,Not Available,73,High,Yes,N/A,Medium,Low,Private,Neutral,3,No,High School,Near,Male,63
23,74.0,Medium,High,Yes,Not Available,76,Medium,Yes,0,Medium,High,Private,Negative,4,No,High School,Near,Male,67
28,--,High,Low,No,5,100,Medium,Yes,Not Available,Medium,Medium,Private,Neutral,5,Not Available,High School,Moderate,Female,76
21,88.0,Medium,Medium,No,8,94,Medium,Yes,Unknown,Medium,High,Public,Neutral,3,No,College,Near,Male,Unknown
17,76.0,Medium,NULL,Yes,8,95,,Yes,1,Low,Medium,Private,Neutral,4,No,,Near,Female,Not Available
14,68.0,High,High,NULL,9,Not Available,Low,Yes,2,Low,Medium,,Positive,Unknown,No,College,Near,Female,66
11,74.0,Medium,,Yes,7,98,Low,Yes,1,Low,Medium,Public,Positive,2,--,High School,Near,Male,65
24,67.0,Low,High,No,8,84,High,--,0,Low,Medium,Public,Neutral,Not Available,No,College,Near,Female,65
23,64.0,Low,Medium,No,8,91,Medium,Yes,2,Low,Medium,Public,Negative,3,No,High School,Far,Female,63
23,96.0,Medium,,Yes,5,,Medium,Yes,3,Medium,High,Public,Neutral,3,Yes,,Near,Male,74
19,100.0,Low,High,Yes,7,89,High,Yes,2,High,Low,Private,Neutral,NULL,No,College,Moderate,Male,72
28,67.0,NULL,High,No,8,82,Low,--,1,High,Low,Public,Neutral,4,No,High School,Near,,68
17,62.0,Medium,Low,No,8,86,High,Yes,2,Medium,Medium,Public,Neutral,4,No,N/A,Moderate,Female,62
26,73.0,Low,High,No,7,72,Medium,Yes,1,Low,Low,Private,Neutral,3,No,College,Far,Male,65
20,78.0,High,Medium,Yes,,85,Medium,Yes,1,High,N/A,Private,Negative,3,No,High School,Near,Male,69
16,68.0,Medium,Low,Yes,10,64,Medium,Yes,2,NULL,Low,Public,Negative,2,No,High School,Moderate,Male,Unknown
24,72.0,Medium,Medium,Yes,7,82,High,Yes,2,Medium,Medium,Private,Positive,4,No,High School,Far,Male,Unknown
22,,Medium,High,No,7,76,Medium,Yes,1,Medium,,Public,Positive,4,No,High School,Near,Male,66
22,91.0,Low,Medium,Yes,8,95,,Yes,1,Low,High,Private,Neutral,2,No,High School,,,70
20,89.0,Medium,High,No,7,84,Low,Yes,5,High,Medium,Public,Neutral,3,No,NULL,Moderate,Male,72
20,--,High,Low,Yes,9,80,Medium,Yes,3,Low,Medium,Private,Neutral,3,No,Postgraduate,Moderate,Male,69
34,75.0,Low,Medium,Yes,5,66,Medium,Yes,0,Low,Medium,Private,Positive,3,No,High School,Near,Male,Unknown
Not Available,96.0,Medium,Medium,No,7,93,Medium,Not Available,2,Medium,Medium,Public,Neutral,2,N/A,College,Near,Male,74
24,99.0,High,Medium,No,8,53,High,Yes,1,Low,Medium,Private,Neutral,3,Yes,High School,Near,Male,70
21,67.0,Medium,Medium,Yes,9,95,High,Yes,1,Medium,Medium,Private,Positive,4,No,High School,Near,Male,67
26,69.0,Medium,--,Yes,5,83,Medium,Yes,4,Medium,High,Private,--,2,No,High School,Moderate,Female,68
23,81.0,High,Low,No,6,Unknown,Medium,Yes,2,High,High,Private,,1,No,Postgraduate,Near,Female,69
20,64.0,High,Low,No,4,95,Medium,Yes,4,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,66
18,77.0,Medium,Low,No,6,66,N/A,Yes,3,Medium,High,Public,Positive,N/A,No,College,Moderate,Male,66
20,83.0,High,High,Yes,5,58,Medium,Yes,1,NULL,Medium,Public,Neutral,N/A,Unknown,High School,Near,Male,68
1,81.0,Medium,Medium,Yes,8,66,Medium,Yes,1,Low,Medium,Not Available,Negative,2,No,N/A,Near,Male,60
21,73.0,High,Medium,No,7,98,High,Yes,0,High,High,Public,Positive,4,Yes,Postgraduate,Near,Male,69
17,82.0,High,Medium,No,7,88,Medium,Yes,1,Medium,Medium,Public,Negative,1,Yes,High School,Near,Male,66
30,98.0,Medium,High,Yes,7,96,Medium,Yes,1,Medium,Medium,Private,Neutral,3,No,Postgraduate,Near,Female,77
20,68.0,Medium,Low,Unknown,9,N/A,Low,Yes,1,High,Medium,Public,Unknown,,No,College,Near,Male,63
13,86.0,Medium,Low,Yes,5,54,Medium,Yes,3,High,High,Public,Neutral,3,Yes,College,Near,Male,66
20,62.0,High,Medium,N/A,4,78,Medium,No,1,High,Medium,--,Positive,4,No,,Moderate,Female,64
14,63.0,--,High,No,8,74,,Yes,1,Low,Medium,Private,Neutral,4,No,Postgraduate,Moderate,Female,63
23,82.0,Low,Medium,Yes,6,86,Medium,Yes,0,High,Medium,Public,Neutral,4,No,High School,Near,Male,68
22,64.0,High,Medium,No,5,--,Medium,Yes,1,High,Medium,Private,Negative,2,No,College,Unknown,Unknown,65
26,61.0,High,Medium,Yes,8,70,Low,Yes,1,Medium,Medium,Private,Neutral,4,Yes,Postgraduate,Moderate,Male,65
15,67.0,High,High,Yes,4,50,Low,Yes,0,Medium,Unknown,Public,Positive,1,No,College,Near,Male,64
20,83.0,High,Medium,Yes,6,73,Medium,Yes,0,High,Medium,Public,Positive,3,No,College,Far,Male,68
12,88.0,Low,Medium,Yes,4,56,Medium,Yes,0,Low,High,Private,Neutral,2,No,High School,Far,Male,62
24,68.0,Medium,Medium,Yes,7,96,Medium,Yes,1,Low,High,Public,Positive,3,No,High School,Near,Male,67
23,87.0,High,High,Yes,9,,High,Yes,1,Medium,Medium,Private,Positive,1,Not Available,College,Unknown,Female,73
23,NULL,High,N/A,Yes,6,90,Medium,Yes,2,N/A,Medium,Private,Positive,3,No,High School,Near,Female,69
20,85.0,Medium,Medium,No,6,58,Low,Yes,0,Low,Medium,Private,Negative,2,Not Available,Postgraduate,Near,--,65
22,Not Available,Medium,Medium,Yes,10,57,Medium,Yes,1,NULL,High,Private,Neutral,3,No,High School,Far,Male,66
30,86.0,High,Medium,No,8,78,Medium,Yes,4,Medium,Low,Public,Not Available,2,No,College,Far,Male,73
18,100.0,High,Medium,,10,86,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,Unknown,Near,Male,72
21,98.0,Medium,Medium,Yes,7,95,Low,--,3,High,Not Available,Public,Neutral,,No,High School,Near,Male,72
13,60.0,Low,High,Yes,7,95,,NULL,NULL,Low,Medium,Private,Positive,1,No,High School,Near,Female,Not Available
15,95.0,High,Medium,Yes,9,58,Low,,--,Low,High,Private,,3,No,High School,Near,Female,69
21,63.0,High,Not Available,No,7,100,Medium,Yes,1,,Medium,Private,Neutral,2,No,Postgraduate,Moderate,Female,66
27,98.0,High,High,No,NULL,58,Medium,Unknown,1,High,Medium,N/A,Positive,3,No,Postgraduate,Far,Female,74
--,71.0,High,Low,Yes,4,92,Medium,Yes,1,Low,Medium,Public,Negative,4,Yes,Unknown,Near,Not Available,64
19,75.0,Medium,High,Yes,10,79,Medium,Yes,1,Medium,Medium,Public,Neutral,--,No,High School,Near,Female,66
18,64.0,High,Medium,Yes,8,84,Medium,No,2,Medium,,Public,Neutral,3,No,College,Near,Female,64
17,64.0,High,High,--,7,N/A,Low,Yes,3,Medium,Medium,Private,Positive,4,No,High School,Near,Male,66
22,89.0,Medium,High,No,8,93,Medium,Yes,2,High,Low,Private,N/A,5,No,High School,Near,Male,72
11,98.0,High,High,Yes,5,82,High,Yes,1,Medium,Medium,Private,Neutral,2,No,Postgraduate,Near,Male,71
28,84.0,High,Medium,Yes,6,92,Medium,Yes,1,Medium,Medium,Public,Negative,3,Yes,High School,Near,Female,70
16,NULL,High,Medium,Yes,,58,Low,Yes,2,Low,Medium,Not Available,Neutral,3,No,College,Moderate,Male,67
24,90.0,Medium,High,No,7,93,,Yes,1,Low,High,Public,Neutral,2,Yes,Postgraduate,Near,Male,71
12,71.0,Medium,Low,No,8,100,Medium,Yes,2,High,Medium,Public,Neutral,3,Yes,Unknown,Near,Male,NULL
24,62.0,Medium,High,No,7,83,Low,Yes,1,Medium,Low,Not Available,Neutral,2,No,College,Moderate,Female,64
24,60.0,Medium,Medium,NULL,8,99,Medium,Yes,--,Low,Low,Public,Neutral,1,NULL,High School,Moderate,Male,64
22,N/A,Medium,Low,No,5,61,Medium,Yes,1,NULL,Medium,Public,Positive,3,Unknown,Postgraduate,Not Available,Female,65
14,70.0,Medium,Medium,Yes,9,91,High,Yes,2,Medium,Medium,Public,--,4,--,High School,Near,Female,65
21,62.0,,Low,No,6,58,Medium,Yes,2,Low,High,Private,--,3,No,College,Moderate,Female,62
13,67.0,Not Available,High,Yes,7,76,N/A,Yes,2,Low,Medium,Private,Neutral,5,Not Available,High School,Not Available,Male,65
18,65.0,,High,No,6,83,Low,Yes,1,Medium,High,Private,Neutral,2,No,High School,Near,Male,64
26,97.0,Medium,Medium,,7,,Low,Yes,2,Low,Medium,Unknown,Positive,Not Available,No,Postgraduate,Near,Unknown,74
25,66.0,Medium,High,Yes,7,84,Low,Yes,2,High,Medium,Public,Positive,1,--,High School,Near,Male,67
20,N/A,Low,Medium,No,8,66,Unknown,Yes,0,High,Medium,Public,Positive,2,No,Postgraduate,Near,Male,66
14,84.0,High,High,N/A,8,99,Medium,No,3,Medium,High,Public,Neutral,4,No,Postgraduate,Near,Female,70
24,82.0,Medium,High,No,8,50,Medium,Yes,0,Medium,Medium,Public,Positive,2,No,Postgraduate,Moderate,Male,68
20,64.0,Medium,Medium,No,6,81,Medium,Yes,0,High,High,Public,Positive,1,No,,Moderate,Female,64
6,73.0,Medium,Medium,No,8,93,Low,Not Available,0,Low,Medium,Private,Neutral,Not Available,Yes,High School,Not Available,N/A,58
25,62.0,Medium,Medium,Yes,7,95,Low,Yes,1,High,Medium,NULL,Neutral,4,Yes,College,Near,Male,65
Not Available,76.0,Medium,High,Yes,,86,Medium,,2,Medium,Medium,Public,Negative,5,Not Available,High School,Near,Not Available,Not Available
27,68.0,Low,Medium,Not Available,8,79,Medium,Yes,2,Low,High,Private,Negative,1,Yes,Postgraduate,N/A,NULL,64
13,82.0,Medium,High,No,5,73,Low,Yes,4,Low,--,Public,Negative,4,No,High School,Near,Male,66
1,88.0,Medium,High,Yes,4,72,High,Yes,Unknown,Medium,--,Private,Negative,2,No,College,Near,Male,92
22,81.0,High,Medium,Yes,9,71,Medium,Yes,2,High,Low,Public,Negative,4,No,High School,Near,Male,69
22,77.0,Medium,High,No,7,85,Low,,2,Low,Medium,Public,Neutral,2,No,College,Near,Male,68
10,75.0,Medium,Medium,No,8,87,Low,Yes,2,Medium,Medium,Public,,4,Yes,,Near,Female,63
14,94.0,Low,Medium,Yes,6,76,Medium,No,0,Low,Low,Not Available,Neutral,3,No,--,Near,Male,64
37,69.0,Medium,High,Yes,9,87,Medium,No,1,Low,Medium,Public,Negative,2,No,College,Far,Female,68
18,89.0,Medium,Low,No,8,76,High,Yes,Not Available,N/A,Medium,Public,Positive,2,No,High School,Near,Male,67
24,90.0,Low,Medium,Yes,7,55,Medium,Yes,N/A,High,N/A,Public,Negative,2,No,Postgraduate,Far,Male,68
16,77.0,NULL,Medium,Yes,,93,Medium,Unknown,1,Low,Medium,Unknown,Positive,2,No,,Moderate,Male,N/A
7,72.0,Medium,Medium,Yes,Not Available,94,Medium,Yes,4,Medium,Medium,Private,Positive,4,No,Postgraduate,Near,Male,66
19,79.0,Medium,High,Yes,8,63,Medium,Yes,4,Low,High,Public,Neutral,2,No,Not Available,Moderate,Male,68
18,64.0,Medium,High,Yes,9,89,Low,Yes,1,Medium,High,Private,Neutral,3,No,High School,Moderate,Male,64
18,62.0,High,Medium,Yes,7,76,Medium,Yes,2,Medium,Medium,Private,Negative,3,Yes,Unknown,Near,--,63
19,64.0,NULL,Medium,Yes,7,56,Medium,Yes,,Low,Medium,N/A,Neutral,4,No,High School,Near,Female,62
22,67.0,N/A,High,No,7,--,High,Not Available,2,Low,Medium,Private,Positive,2,No,High School,Near,Male,
19,80.0,High,Medium,Yes,9,54,Medium,Yes,NULL,Low,Medium,Public,Negative,2,No,Postgraduate,Moderate,,65
12,94.0,Medium,Low,Yes,,89,Medium,Yes,1,Low,Low,Unknown,Negative,3,No,High School,Near,Male,66
23,69.0,--,High,Yes,6,60,Medium,Yes,2,Low,Not Available,Private,Negative,4,No,High School,Near,Male,66
8,97.0,Medium,High,Yes,8,58,High,Yes,2,High,Medium,Public,Neutral,2,No,College,Near,Female,69
8,98.0,Low,Medium,Yes,7,60,Medium,Yes,1,High,High,Private,Negative,3,No,NULL,Near,Female,67
24,98.0,NULL,High,No,8,61,Medium,Yes,6,Medium,High,Private,Positive,N/A,No,High School,Near,Female,75
NULL,Not Available,High,Medium,Yes,6,84,High,Yes,0,Low,NULL,Public,Neutral,3,No,Postgraduate,Near,Male,73
